Trade_Date,Contract_Month,Months_To_Expiry,Spot_Price,Futures_Price,Basis,Basis_Pct,Open_Interest,Volume,Settlement_Price,Implied_Carry_Rate_Annual
2015-03-19,2015-04,1,16.383,16.3991,0.0161,0.0981,339498,43778,16.3819,1.54
2015-03-19,2015-05,2,16.383,16.3963,0.0133,0.0811,373856,47946,16.2902,1.93
2015-03-19,2015-06,3,16.383,16.3806,-0.0025,-0.0151,232423,18456,16.3449,-1.51
2015-03-19,2015-09,6,16.383,16.289,-0.094,-0.5739,228526,22100,16.2315,-0.09
2015-03-19,2016-03,12,16.383,16.5247,0.1417,0.8647,306097,64588,16.5441,0.36
2015-03-20,2015-04,1,16.3656,16.3475,-0.0181,-0.1107,159257,29082,16.3624,-1.59
2015-03-20,2015-05,2,16.3656,16.349,-0.0166,-0.1013,180032,20207,16.331,-0.47
2015-03-20,2015-06,3,16.3656,16.3813,0.0157,0.0957,303974,21502,16.4043,-0.59
2015-03-20,2015-09,6,16.3656,16.6301,0.2645,1.6162,318330,56404,16.6282,3.31
2015-03-20,2016-03,12,16.3656,16.4702,0.1045,0.6387,243940,19725,16.5255,0.24
2015-03-23,2015-04,1,16.4027,16.394,-0.0087,-0.053,311395,73356,16.4132,2.65
2015-03-23,2015-05,2,16.4027,16.4535,0.0508,0.3099,161641,11153,16.5032,0.05
2015-03-23,2015-06,3,16.4027,16.4117,0.009,0.055,339759,22295,16.4189,1.53
2015-03-23,2015-09,6,16.4027,16.5991,0.1964,1.1973,132384,10684,16.6462,1.64
2015-03-23,2016-03,12,16.4027,16.9377,0.5351,3.262,200302,34194,16.906,3.06
2015-03-24,2015-04,1,16.3208,16.3542,0.0334,0.2047,130132,9494,16.3229,3.99
2015-03-24,2015-05,2,16.3208,16.4346,0.1138,0.697,277152,28239,16.4597,3.5
2015-03-24,2015-06,3,16.3208,16.3765,0.0557,0.3415,361372,87279,16.4069,0.5
2015-03-24,2015-09,6,16.3208,16.3527,0.0319,0.1957,368578,71194,16.3315,-0.66
2015-03-24,2016-03,12,16.3208,16.6476,0.3268,2.0023,297327,18347,16.7112,1.59
2015-03-25,2015-04,1,16.3696,16.3249,-0.0447,-0.2728,232315,52779,16.3689,-1.13
2015-03-25,2015-05,2,16.3696,16.3624,-0.0072,-0.0439,161488,33512,16.3489,-1.0
2015-03-25,2015-06,3,16.3696,16.2707,-0.0988,-0.6038,367285,67809,16.1697,-1.22
2015-03-25,2015-09,6,16.3696,16.5439,0.1744,1.0651,341088,47836,16.5704,1.48
2015-03-25,2016-03,12,16.3696,16.6889,0.3193,1.9504,186960,46388,16.6734,2.17
2015-03-26,2015-04,1,16.3419,16.3264,-0.0155,-0.0951,177498,39889,16.2699,-0.01
2015-03-26,2015-05,2,16.3419,16.4102,0.0683,0.4182,207171,19819,16.3708,2.75
2015-03-26,2015-06,3,16.3419,16.3689,0.027,0.165,179691,39897,16.3003,1.44
2015-03-26,2015-09,6,16.3419,16.4946,0.1526,0.9341,355965,36893,16.6097,1.3
2015-03-26,2016-03,12,16.3419,16.3026,-0.0393,-0.2405,228299,20907,16.2931,-0.34
2015-03-27,2015-04,1,16.3453,16.2664,-0.0789,-0.4827,167993,37031,16.3248,-1.88
2015-03-27,2015-05,2,16.3453,16.3083,-0.037,-0.2262,244937,19112,16.1832,0.21
2015-03-27,2015-06,3,16.3453,16.5285,0.1832,1.121,261819,36627,16.5183,2.48
2015-03-27,2015-09,6,16.3453,16.6569,0.3116,1.9065,241819,35633,16.698,3.85
2015-03-27,2016-03,12,16.3453,16.3583,0.013,0.0798,157295,11181,16.4321,0.15
2015-03-30,2015-04,1,16.2699,16.4504,0.1805,1.1093,273552,48359,16.4583,3.92
2015-03-30,2015-05,2,16.2699,16.3259,0.056,0.3442,149725,22828,16.3905,2.85
2015-03-30,2015-06,3,16.2699,16.3824,0.1124,0.6911,371706,90951,16.3959,1.41
2015-03-30,2015-09,6,16.2699,16.3891,0.1192,0.7324,196768,24953,16.3857,0.57
2015-03-30,2016-03,12,16.2699,16.6143,0.3444,2.1165,144345,13747,16.7196,1.98
2015-03-31,2015-04,1,16.2309,16.2353,0.0044,0.0269,165592,32363,16.2281,-0.93
2015-03-31,2015-05,2,16.2309,16.27,0.0391,0.241,230023,25102,16.2814,-0.19
2015-03-31,2015-06,3,16.2309,16.3079,0.077,0.4747,195522,32861,16.2771,1.03
2015-03-31,2015-09,6,16.2309,16.3263,0.0954,0.5881,256242,23198,16.4232,0.78
2015-03-31,2016-03,12,16.2309,16.0485,-0.1824,-1.1238,352934,74502,16.0451,-1.24
2015-04-01,2015-05,1,16.1577,16.1594,0.0017,0.0103,219953,50705,16.11,0.13
2015-04-01,2015-05,2,16.1577,16.2169,0.0592,0.3666,324105,19892,16.2632,1.8
2015-04-01,2015-06,3,16.1577,16.2366,0.0789,0.4886,314006,29673,16.3434,2.63
2015-04-01,2015-09,6,16.1577,16.0012,-0.1565,-0.9687,120233,26778,16.0291,-1.81
2015-04-01,2016-03,12,16.1577,16.5641,0.4064,2.5152,239771,42358,16.6041,2.59
2015-04-02,2015-05,1,16.2213,16.2445,0.0232,0.1429,252890,19100,16.254,1.09
2015-04-02,2015-06,2,16.2213,16.3268,0.1055,0.6501,346764,49534,16.2948,2.32
2015-04-02,2015-07,3,16.2213,16.2414,0.0201,0.124,288963,35151,16.1882,1.17
2015-04-02,2015-09,6,16.2213,16.0106,-0.2108,-1.2993,269375,51609,16.1278,-1.27
2015-04-02,2016-03,12,16.2213,16.3632,0.1419,0.8747,192661,9881,16.2967,0.76
2015-04-03,2015-05,1,16.2158,16.2767,0.0609,0.3757,176290,21755,16.181,2.82
2015-04-03,2015-06,2,16.2158,16.1482,-0.0676,-0.4171,156397,37579,16.1395,-1.32
2015-04-03,2015-07,3,16.2158,16.3936,0.1778,1.0962,160081,36976,16.4546,2.92
2015-04-03,2015-09,6,16.2158,16.0913,-0.1245,-0.7676,187988,17582,15.9633,-0.25
2015-04-03,2016-03,12,16.2158,15.9182,-0.2976,-1.8351,332788,31334,15.923,-1.58
2015-04-06,2015-05,1,16.2069,16.197,-0.0099,-0.0609,245308,33708,16.2592,-1.53
2015-04-06,2015-06,2,16.2069,16.4302,0.2233,1.3778,374867,48784,16.4954,3.1
2015-04-06,2015-07,3,16.2069,16.233,0.0261,0.161,277703,42159,16.2177,1.15
2015-04-06,2015-10,6,16.2069,16.4559,0.249,1.5366,196460,45910,16.4814,2.29
2015-04-06,2016-03,12,16.2069,16.8016,0.5947,3.6694,371275,53732,16.8506,3.85
2015-04-07,2015-05,1,16.2081,16.2576,0.0496,0.3057,152165,13250,16.2262,0.93
2015-04-07,2015-06,2,16.2081,16.2169,0.0089,0.0547,132852,12868,16.2279,1.76
2015-04-07,2015-07,3,16.2081,16.1596,-0.0485,-0.2991,165846,27148,16.1373,-0.43
2015-04-07,2015-10,6,16.2081,16.3763,0.1682,1.0378,181244,19029,16.4168,3.06
2015-04-07,2016-04,12,16.2081,16.6498,0.4417,2.7255,206405,10692,16.7089,2.83
2015-04-08,2015-05,1,16.1806,16.203,0.0224,0.1383,347333,59903,16.2431,-1.51
2015-04-08,2015-06,2,16.1806,16.2073,0.0267,0.1649,162058,16470,16.1903,0.74
2015-04-08,2015-07,3,16.1806,16.0749,-0.1057,-0.6534,336945,45883,16.053,-1.48
2015-04-08,2015-10,6,16.1806,16.5042,0.3236,1.9998,350991,59598,16.5524,3.45
2015-04-08,2016-04,12,16.1806,16.7966,0.6159,3.8066,366180,80784,16.7588,3.83
2015-04-09,2015-05,1,16.2343,16.2904,0.0561,0.3457,127747,15432,16.3435,3.14
2015-04-09,2015-06,2,16.2343,16.3341,0.0999,0.6152,147738,12516,16.312,1.77
2015-04-09,2015-07,3,16.2343,16.381,0.1468,0.904,248442,17090,16.3834,3.71
2015-04-09,2015-10,6,16.2343,16.4669,0.2326,1.4329,137967,28969,16.4554,2.81
2015-04-09,2016-04,12,16.2343,16.4349,0.2006,1.2357,252897,32024,16.4823,1.34
2015-04-10,2015-05,1,16.1786,16.1073,-0.0713,-0.4406,275394,41991,16.1254,-0.94
2015-04-10,2015-06,2,16.1786,16.1897,0.0111,0.0689,181099,42013,16.1629,0.46
2015-04-10,2015-07,3,16.1786,16.2047,0.0261,0.1611,161438,38655,16.211,1.73
2015-04-10,2015-10,6,16.1786,16.368,0.1894,1.1709,362906,72931,16.3907,2.88
2015-04-10,2016-04,12,16.1786,16.7416,0.563,3.48,281107,41154,16.739,3.74
2015-04-13,2015-05,1,16.1553,16.0821,-0.0732,-0.4529,322081,64577,16.1329,-1.16
2015-04-13,2015-06,2,16.1553,16.0487,-0.1066,-0.6599,169462,32698,16.07,-1.73
2015-04-13,2015-07,3,16.1553,16.3722,0.2169,1.3429,231488,44929,16.3071,2.48
2015-04-13,2015-10,6,16.1553,16.0503,-0.105,-0.6499,202079,19936,16.0768,-1.67
2015-04-13,2016-04,12,16.1553,16.2453,0.0901,0.5575,276771,35720,16.1866,0.65
2015-04-14,2015-05,1,16.1107,16.1888,0.0781,0.4849,194859,36631,16.1524,3.52
2015-04-14,2015-06,2,16.1107,16.1221,0.0114,0.0708,126017,11886,16.0646,2.08
2015-04-14,2015-07,3,16.1107,16.0058,-0.105,-0.6515,265854,15097,15.9799,-1.55
2015-04-14,2015-10,6,16.1107,16.2791,0.1684,1.0453,367532,43517,16.3491,2.64
2015-04-14,2016-04,12,16.1107,16.6685,0.5578,3.4625,239454,13145,16.6826,3.42
2015-04-15,2015-05,1,16.0355,16.0302,-0.0053,-0.0333,216553,43168,16.0005,3.92
2015-04-15,2015-06,2,16.0355,16.0187,-0.0169,-0.1051,228787,20033,16.0989,1.33
2015-04-15,2015-07,3,16.0355,16.195,0.1595,0.9947,236241,49897,16.2701,1.74
2015-04-15,2015-10,6,16.0355,16.2947,0.2592,1.6161,207024,33935,16.273,3.66
2015-04-15,2016-04,12,16.0355,16.3285,0.293,1.827,166861,30879,16.2819,1.46
2015-04-16,2015-05,1,16.079,16.1032,0.0243,0.1508,142888,23001,16.0771,-1.76
2015-04-16,2015-06,2,16.079,16.1793,0.1003,0.6237,121726,10604,16.1063,3.15
2015-04-16,2015-07,3,16.079,16.2392,0.1602,0.9963,340283,27140,16.2027,3.91
2015-04-16,2015-10,6,16.079,16.4245,0.3455,2.1487,317750,49335,16.4592,3.57
2015-04-16,2016-04,12,16.079,15.9778,-0.1012,-0.6291,201109,25597,15.8733,-0.63
2015-04-17,2015-05,1,16.1136,16.1218,0.0082,0.0512,180515,38037,16.1156,3.71
2015-04-17,2015-06,2,16.1136,16.1612,0.0476,0.2956,192107,23763,16.2424,2.32
2015-04-17,2015-07,3,16.1136,16.1087,-0.0048,-0.03,252797,32568,16.0529,-1.31
2015-04-17,2015-10,6,16.1136,16.2711,0.1575,0.9777,367838,67062,16.2358,2.42
2015-04-17,2016-04,12,16.1136,16.595,0.4815,2.988,186387,11589,16.5422,2.96
2015-04-20,2015-05,1,16.0212,16.1129,0.0917,0.5727,182726,13602,16.0726,3.84
2015-04-20,2015-06,2,16.0212,16.1121,0.091,0.5677,150074,17014,16.0537,1.79
2015-04-20,2015-07,3,16.0212,16.1494,0.1282,0.8003,367384,73683,16.216,3.73
2015-04-20,2015-10,6,16.0212,15.9346,-0.0866,-0.5404,233530,57401,15.8708,0.09
2015-04-20,2016-04,12,16.0212,16.4729,0.4518,2.8199,247725,36930,16.4184,3.15
2015-04-21,2015-05,1,16.0858,16.0139,-0.0719,-0.4469,356189,27955,16.0996,-1.8
2015-04-21,2015-06,2,16.0858,16.1804,0.0946,0.5883,195928,10446,16.2403,2.84
2015-04-21,2015-07,3,16.0858,16.0274,-0.0584,-0.3629,122472,21638,16.0491,1.43
2015-04-21,2015-10,6,16.0858,16.2744,0.1886,1.1725,349366,68052,16.2215,3.7
2015-04-21,2016-04,12,16.0858,16.4182,0.3324,2.0662,174180,40185,16.4631,2.43
2015-04-22,2015-05,1,16.1565,16.1575,0.0009,0.0058,247967,45214,16.2358,0.48
2015-04-22,2015-06,2,16.1565,16.1237,-0.0328,-0.2031,213719,49152,16.1028,-0.67
2015-04-22,2015-07,3,16.1565,16.3017,0.1451,0.8982,200853,30093,16.3102,2.98
2015-04-22,2015-10,6,16.1565,16.3694,0.2129,1.3177,374203,52760,16.3091,3.42
2015-04-22,2016-04,12,16.1565,16.3193,0.1627,1.0073,180735,22597,16.2059,1.07
2015-04-23,2015-05,1,16.1274,16.1548,0.0274,0.1701,256926,37497,16.1085,3.65
2015-04-23,2015-06,2,16.1274,16.1836,0.0563,0.3489,265065,32185,16.2148,1.23
2015-04-23,2015-07,3,16.1274,16.0812,-0.0462,-0.2864,143797,24389,16.1229,2.6
2015-04-23,2015-10,6,16.1274,16.1551,0.0278,0.1721,234780,41181,16.182,0.4
2015-04-23,2016-04,12,16.1274,16.0655,-0.0619,-0.3838,265404,64054,16.019,-0.19
2015-04-24,2015-05,1,16.1854,16.1373,-0.0481,-0.2974,366426,25025,16.1041,0.46
2015-04-24,2015-06,2,16.1854,16.2506,0.0652,0.4028,292769,58974,16.1934,2.77
2015-04-24,2015-07,3,16.1854,16.1979,0.0125,0.0773,216585,18980,16.2537,0.23
2015-04-24,2015-10,6,16.1854,16.1166,-0.0688,-0.4251,221750,43847,16.1869,-0.18
2015-04-24,2016-04,12,16.1854,16.494,0.3086,1.9067,256383,51821,16.4893,1.85
2015-04-27,2015-05,1,16.2441,16.3142,0.0701,0.4318,294554,66504,16.3556,1.49
2015-04-27,2015-06,2,16.2441,16.2271,-0.017,-0.1044,354871,83063,16.2046,-0.51
2015-04-27,2015-07,3,16.2441,16.2114,-0.0327,-0.2011,311917,39215,16.1626,-0.36
2015-04-27,2015-10,6,16.2441,16.2235,-0.0206,-0.1267,270376,55072,16.246,0.71
2015-04-27,2016-04,12,16.2441,16.3193,0.0752,0.4631,136398,22073,16.3926,0.75
2015-04-28,2015-05,1,16.1074,16.1028,-0.0047,-0.0289,268325,24718,16.0508,-1.22
2015-04-28,2015-06,2,16.1074,16.203,0.0956,0.5936,207049,25149,16.1784,2.73
2015-04-28,2015-07,3,16.1074,16.2093,0.1018,0.6323,273474,22314,16.2135,2.43
2015-04-28,2015-10,6,16.1074,16.0983,-0.0091,-0.0566,280791,17502,16.0725,-0.44
2015-04-28,2016-04,12,16.1074,16.1283,0.0209,0.1296,332976,29535,16.0854,-0.44
2015-04-29,2015-05,1,15.9535,15.9684,0.0149,0.0934,290043,61701,16.0221,1.83
2015-04-29,2015-06,2,15.9535,16.0497,0.0962,0.603,288887,65269,16.0274,2.61
2015-04-29,2015-07,3,15.9535,16.0014,0.0479,0.3002,127239,14584,15.9669,1.31
2015-04-29,2015-10,6,15.9535,16.156,0.2025,1.2692,279567,32478,16.2105,2.55
2015-04-29,2016-04,12,15.9535,15.615,-0.3385,-2.1217,288369,70576,15.5137,-1.77
2015-04-30,2015-05,1,16.0786,16.1212,0.0426,0.2647,164144,30679,16.1482,3.31
2015-04-30,2015-06,2,16.0786,16.158,0.0794,0.4938,199766,20548,16.2737,-0.5
2015-04-30,2015-07,3,16.0786,16.2412,0.1626,1.011,362614,82720,16.1831,3.44
2015-04-30,2015-10,6,16.0786,16.2298,0.1511,0.9398,357238,81084,16.1614,0.92
2015-04-30,2016-04,12,16.0786,16.0981,0.0194,0.1209,129869,11077,16.0595,0.4
2015-05-01,2015-05,1,16.3023,16.378,0.0757,0.4642,149886,14772,16.3643,0.13
2015-05-01,2015-06,2,16.3023,16.2479,-0.0544,-0.3335,364214,33219,16.2391,-1.88
2015-05-01,2015-07,3,16.3023,16.3265,0.0242,0.1486,168643,28956,16.3533,0.86
2015-05-01,2015-10,6,16.3023,16.5742,0.2719,1.6679,249706,14130,16.5797,3.29
2015-05-01,2016-04,12,16.3023,16.4403,0.138,0.8465,263851,54739,16.3607,1.21
2015-05-04,2015-06,1,15.9821,15.9846,0.0024,0.0152,332672,45395,15.9644,-0.29
2015-05-04,2015-07,2,15.9821,16.0599,0.0778,0.4867,333538,42204,16.0794,3.87
2015-05-04,2015-08,3,15.9821,16.0331,0.051,0.3189,131436,32694,16.0692,-0.91
2015-05-04,2015-10,6,15.9821,16.2392,0.2571,1.6085,275635,42454,16.1853,2.84
2015-05-04,2016-04,12,15.9821,15.6529,-0.3292,-2.0597,128874,31538,15.629,-1.99
2015-05-05,2015-06,1,16.0234,16.0169,-0.0065,-0.0405,353240,58162,15.9764,-1.21
2015-05-05,2015-07,2,16.0234,15.9266,-0.0968,-0.604,273990,43384,15.8411,0.01
2015-05-05,2015-08,3,16.0234,16.2623,0.239,1.4913,186311,34289,16.27,3.97
2015-05-05,2015-11,6,16.0234,16.0511,0.0277,0.1729,322372,35957,15.9202,0.37
2015-05-05,2016-04,12,16.0234,16.1185,0.0951,0.5936,211990,18497,16.1372,0.53
2015-05-06,2015-06,1,15.9487,15.8929,-0.0558,-0.3498,197170,20438,15.8836,-0.26
2015-05-06,2015-07,2,15.9487,15.8807,-0.068,-0.4262,216066,37648,15.9249,-1.41
2015-05-06,2015-08,3,15.9487,15.997,0.0483,0.303,254528,61593,15.9919,2.68
2015-05-06,2015-11,6,15.9487,15.7865,-0.1621,-1.0166,129870,13991,15.718,-1.5
2015-05-06,2016-04,12,15.9487,16.3434,0.3948,2.4753,149697,10394,16.3908,2.84
2015-05-07,2015-06,1,16.0766,16.0726,-0.004,-0.0247,244670,60686,16.0716,-0.94
2015-05-07,2015-07,2,16.0766,16.0711,-0.0055,-0.0339,300081,72018,15.9963,3.89
2015-05-07,2015-08,3,16.0766,16.2909,0.2143,1.333,160744,19312,16.293,2.66
2015-05-07,2015-11,6,16.0766,16.0392,-0.0374,-0.2324,306555,65254,16.0293,0.34
2015-05-07,2016-05,12,16.0766,16.6185,0.5419,3.3711,166937,23133,16.6498,3.54
2015-05-08,2015-06,1,16.0224,16.1205,0.0981,0.6124,350687,76625,16.0889,0.61
2015-05-08,2015-07,2,16.0224,16.0125,-0.0099,-0.0619,175740,32071,15.9246,-1.69
2015-05-08,2015-08,3,16.0224,15.852,-0.1704,-1.0638,177541,21800,15.7753,-1.18
2015-05-08,2015-11,6,16.0224,16.2971,0.2746,1.7141,299051,62428,16.3118,3.68
2015-05-08,2016-05,12,16.0224,16.0209,-0.0016,-0.0098,182139,23897,16.046,-0.06
2015-05-11,2015-06,1,15.8833,15.9691,0.0858,0.5402,242305,26102,16.0212,0.74
2015-05-11,2015-07,2,15.8833,15.9152,0.0319,0.2006,207183,29677,15.9641,0.88
2015-05-11,2015-08,3,15.8833,15.7777,-0.1056,-0.6651,189603,30992,15.7407,-1.25
2015-05-11,2015-11,6,15.8833,15.6854,-0.198,-1.2464,154413,36188,15.6313,-1.97
2015-05-11,2016-05,12,15.8833,15.6807,-0.2026,-1.2757,220393,15621,15.665,-1.2
2015-05-12,2015-06,1,16.0182,15.9246,-0.0936,-0.5844,235243,40234,15.954,-1.62
2015-05-12,2015-07,2,16.0182,16.1549,0.1367,0.8537,168248,39508,16.0898,2.95
2015-05-12,2015-08,3,16.0182,16.0979,0.0797,0.4973,191156,10385,16.0803,2.91
2015-05-12,2015-11,6,16.0182,15.9229,-0.0953,-0.5951,155224,15117,15.9299,-0.87
2015-05-12,2016-05,12,16.0182,16.2076,0.1894,1.1822,212951,23963,16.1697,1.13
2015-05-13,2015-06,1,16.0673,16.0264,-0.0409,-0.2546,330485,75242,16.028,-1.43
2015-05-13,2015-07,2,16.0673,16.0097,-0.0576,-0.3584,141937,19307,15.9331,1.75
2015-05-13,2015-08,3,16.0673,16.0732,0.006,0.0371,298742,59611,16.0137,-0.53
2015-05-13,2015-11,6,16.0673,15.9494,-0.1179,-0.7337,317993,25541,15.9262,-0.99
2015-05-13,2016-05,12,16.0673,15.9975,-0.0698,-0.4344,368637,62678,16.0392,-0.2
2015-05-14,2015-06,1,15.9524,15.9351,-0.0173,-0.1084,256124,31531,15.8332,2.03
2015-05-14,2015-07,2,15.9524,15.9097,-0.0428,-0.2681,325313,55760,15.992,0.34
2015-05-14,2015-08,3,15.9524,16.0552,0.1027,0.644,168620,22801,16.0327,3.88
2015-05-14,2015-11,6,15.9524,16.2953,0.3428,2.1492,147188,30958,16.3377,3.77
2015-05-14,2016-05,12,15.9524,16.5856,0.6331,3.9688,192322,30885,16.5882,3.9
2015-05-15,2015-06,1,15.7248,15.7728,0.048,0.305,260670,54721,15.8096,3.12
2015-05-15,2015-07,2,15.7248,15.6815,-0.0433,-0.2753,202748,37409,15.6469,1.57
2015-05-15,2015-08,3,15.7248,15.8227,0.0979,0.6227,122119,6576,15.7819,2.02
2015-05-15,2015-11,6,15.7248,15.9571,0.2323,1.4772,362251,74588,15.9688,2.9
2015-05-15,2016-05,12,15.7248,15.8408,0.116,0.7377,187068,25392,15.7233,0.91
2015-05-18,2015-06,1,15.7704,15.886,0.1155,0.7327,153135,37925,15.8851,0.67
2015-05-18,2015-07,2,15.7704,15.8119,0.0414,0.2628,303246,57611,15.7858,2.85
2015-05-18,2015-08,3,15.7704,15.9189,0.1485,0.9415,333859,34686,15.9461,3.11
2015-05-18,2015-11,6,15.7704,16.0646,0.2941,1.8652,373220,45410,16.0996,3.47
2015-05-18,2016-05,12,15.7704,16.2498,0.4794,3.0398,249742,22598,16.2481,2.85
2015-05-19,2015-06,1,15.9329,15.9682,0.0353,0.2218,289622,16881,16.033,0.55
2015-05-19,2015-07,2,15.9329,16.0775,0.1446,0.9075,190621,43648,16.1294,2.49
2015-05-19,2015-08,3,15.9329,15.8873,-0.0456,-0.2865,342025,44284,15.8827,0.22
2015-05-19,2015-11,6,15.9329,15.8759,-0.057,-0.3577,237170,52064,15.9463,-0.39
2015-05-19,2016-05,12,15.9329,16.3457,0.4128,2.5909,232930,28094,16.2665,2.81
2015-05-20,2015-06,1,15.7503,15.7739,0.0235,0.1494,230342,49496,15.8632,1.56
2015-05-20,2015-07,2,15.7503,15.755,0.0047,0.0296,322816,59368,15.7894,-0.75
2015-05-20,2015-08,3,15.7503,15.7905,0.0402,0.2551,292784,26574,15.75,1.41
2015-05-20,2015-11,6,15.7503,15.6733,-0.077,-0.489,367153,73183,15.657,-0.81
2015-05-20,2016-05,12,15.7503,15.4948,-0.2555,-1.6222,265137,50766,15.4326,-1.58
2015-05-21,2015-06,1,15.8804,15.8021,-0.0783,-0.4931,332224,74705,15.8403,-0.29
2015-05-21,2015-07,2,15.8804,15.9667,0.0862,0.5429,247469,48434,15.9924,1.55
2015-05-21,2015-08,3,15.8804,15.9255,0.0451,0.2838,149802,31245,15.8835,0.37
2015-05-21,2015-11,6,15.8804,16.17,0.2895,1.8233,332556,59033,16.1594,3.76
2015-05-21,2016-05,12,15.8804,15.5723,-0.3082,-1.9405,212445,21828,15.5315,-1.94
2015-05-22,2015-06,1,15.6455,15.6371,-0.0084,-0.0535,345815,47364,15.713,-0.29
2015-05-22,2015-07,2,15.6455,15.7464,0.1009,0.6451,334596,77553,15.7789,2.77
2015-05-22,2015-08,3,15.6455,15.6166,-0.0289,-0.1847,154265,37898,15.5471,0.37
2015-05-22,2015-11,6,15.6455,15.7613,0.1159,0.7405,328629,61256,15.7855,1.9
2015-05-22,2016-05,12,15.6455,16.0176,0.3721,2.3785,275630,22261,15.9895,2.49
2015-05-25,2015-06,1,15.8765,15.9235,0.047,0.2961,367965,49064,15.9657,3.39
2015-05-25,2015-07,2,15.8765,15.9093,0.0328,0.2067,188172,16654,15.9849,3.11
2015-05-25,2015-08,3,15.8765,16.0065,0.13,0.8186,338489,76297,15.9855,3.09
2015-05-25,2015-11,6,15.8765,15.9834,0.1069,0.6733,198588,22531,15.9063,0.97
2015-05-25,2016-05,12,15.8765,16.0837,0.2072,1.305,256875,47415,16.1272,1.22
2015-05-26,2015-06,1,15.891,15.9146,0.0236,0.1483,229456,38675,15.9543,-0.2
2015-05-26,2015-07,2,15.891,15.9017,0.0107,0.0671,317736,47052,15.8752,3.69
2015-05-26,2015-08,3,15.891,15.8438,-0.0472,-0.2969,200389,22759,15.8818,-0.35
2015-05-26,2015-11,6,15.891,16.0177,0.1267,0.7974,145094,17475,16.0176,1.03
2015-05-26,2016-05,12,15.891,15.6786,-0.2124,-1.3368,171789,26727,15.7209,-1.58
2015-05-27,2015-06,1,15.8008,15.7851,-0.0156,-0.0989,336973,52633,15.8456,-0.68
2015-05-27,2015-07,2,15.8008,15.7867,-0.0141,-0.0892,351955,77549,15.7523,-1.16
2015-05-27,2015-08,3,15.8008,15.8037,0.003,0.0188,338839,21806,15.7507,-0.2
2015-05-27,2015-11,6,15.8008,16.1386,0.3378,2.1379,191526,34923,16.2316,3.96
2015-05-27,2016-05,12,15.8008,16.3617,0.561,3.5503,185473,32056,16.309,3.58
2015-05-28,2015-06,1,15.7803,15.8841,0.1038,0.6579,368174,21731,15.8834,3.15
2015-05-28,2015-07,2,15.7803,15.8797,0.0994,0.63,191640,21366,15.8959,2.57
2015-05-28,2015-08,3,15.7803,15.8661,0.0859,0.5441,205410,32351,15.8957,2.01
2015-05-28,2015-11,6,15.7803,15.738,-0.0423,-0.2678,325582,27821,15.7551,-0.02
2015-05-28,2016-05,12,15.7803,16.1726,0.3923,2.4861,141016,17638,16.1639,2.32
2015-05-29,2015-06,1,15.9802,15.9702,-0.01,-0.0626,230326,41260,15.9669,2.5
2015-05-29,2015-07,2,15.9802,16.0893,0.109,0.6823,229020,33350,16.1062,2.21
2015-05-29,2015-08,3,15.9802,15.9985,0.0183,0.1144,128550,18667,16.1212,-1.06
2015-05-29,2015-11,6,15.9802,16.3184,0.3382,2.1165,139727,15992,16.3174,3.81
2015-05-29,2016-05,12,15.9802,16.5251,0.5448,3.4095,180991,19000,16.4236,3.24
2015-06-01,2015-07,1,15.9452,15.9076,-0.0376,-0.2358,130573,21060,15.8772,0.58
2015-06-01,2015-07,2,15.9452,16.0271,0.082,0.514,262627,58017,16.0326,3.18
2015-06-01,2015-08,3,15.9452,15.9734,0.0282,0.1771,121205,13235,15.9621,0.82
2015-06-01,2015-11,6,15.9452,15.7981,-0.1471,-0.9227,145176,31626,15.8323,-1.47
2015-06-01,2016-05,12,15.9452,16.3235,0.3783,2.3724,349189,24958,16.2277,2.4
2015-06-02,2015-07,1,15.7628,15.8593,0.0965,0.6121,230932,13041,15.9247,3.15
2015-06-02,2015-08,2,15.7628,15.758,-0.0048,-0.0303,134313,11628,15.7027,3.87
2015-06-02,2015-08,3,15.7628,15.7735,0.0107,0.0678,256505,13450,15.7391,1.0
2015-06-02,2015-11,6,15.7628,15.6712,-0.0916,-0.5812,143810,32932,15.6687,-0.97
2015-06-02,2016-05,12,15.7628,15.9852,0.2224,1.4112,166627,21122,15.9098,1.28
2015-06-03,2015-07,1,15.8159,15.9035,0.0877,0.5542,256909,40325,15.8606,2.18
2015-06-03,2015-08,2,15.8159,15.7542,-0.0616,-0.3897,253120,20665,15.7979,0.63
2015-06-03,2015-09,3,15.8159,15.7125,-0.1033,-0.6534,291022,21690,15.6649,-1.68
2015-06-03,2015-11,6,15.8159,15.7568,-0.0591,-0.3737,154812,29251,15.7778,-1.25
2015-06-03,2016-05,12,15.8159,16.1092,0.2934,1.8549,243564,26649,16.1463,1.78
2015-06-04,2015-07,1,16.0088,15.971,-0.0378,-0.2361,136613,26630,15.9652,3.22
2015-06-04,2015-08,2,16.0088,15.9948,-0.014,-0.0873,222336,16038,15.95,-1.49
2015-06-04,2015-09,3,16.0088,15.8592,-0.1496,-0.9344,219279,43147,15.813,-1.52
2015-06-04,2015-12,6,16.0088,16.088,0.0792,0.495,317573,69182,16.0496,0.82
2015-06-04,2016-05,12,16.0088,15.7089,-0.2998,-1.873,333606,75140,15.6719,-1.99
2015-06-05,2015-07,1,15.7652,15.8386,0.0734,0.4655,222571,44130,15.7488,-1.92
