Week_Ending,Silver_Price_Close,CFTC_Commercial_Long,CFTC_Commercial_Short,CFTC_Commercial_Net,CFTC_NonCommercial_Long,CFTC_NonCommercial_Short,CFTC_NonCommercial_Net,CFTC_Total_Open_Interest,News_Sentiment_Score,Social_Media_Mentions,Google_Trends_Index,Put_Call_Ratio,Implied_Volatility_30D,ETF_SLV_Flow_Millions,Retail_Bullion_Premium_Pct
29-08-2014,18.5611,78239,118680,-40441,49750,19183,30567,265852,-0.5544,243,24,1.502,41.6,-121.79,5.17
05-09-2014,18.614,46560,60409,-13849,53949,15804,38145,176722,-0.5705,362,45,1.2021,30.68,7.82,11.97
12-09-2014,18.17,76926,66539,10387,30346,17283,13063,191094,0.1691,168,28,1.5822,27.75,16.9,8.68
19-09-2014,17.7556,83097,86535,-3438,36225,42224,-5999,248081,0.4151,405,17,1.5573,23.79,-28.06,2.03
26-09-2014,17.4698,87172,98933,-11761,32759,34516,-1757,253380,-0.2165,190,51,0.5111,32.11,-34.41,8.18
03-10-2014,17.3432,53783,86805,-33022,39468,25196,14272,205252,0.1182,417,5,1.3752,36.96,-43.99,3.49
10-10-2014,16.921,98847,98634,213,53781,30979,22802,282241,-0.3474,437,33,1.7095,35.34,-59.84,11.73
17-10-2014,17.0003,94573,88047,6526,78132,57207,20925,317959,0.2528,411,18,0.5876,15.88,46.65,3.08
24-10-2014,16.8753,74130,115387,-41257,42482,29043,13439,261042,0.0315,360,26,1.3362,27.83,90.9,5.55
31-10-2014,16.5282,45163,85606,-40443,77888,22619,55269,231276,0.5013,396,18,1.769,34.84,42.68,11.91
07-11-2014,16.4055,62414,72038,-9624,73702,48537,25165,256691,-0.3634,398,20,1.5189,20.34,82.97,8.04
14-11-2014,16.2794,54257,114744,-60487,51419,29952,21467,250372,0.2098,167,29,1.3558,35.81,-4.08,11.19
21-11-2014,16.1598,70834,65588,5246,65516,35489,30027,237427,0.1356,475,25,1.6713,32.65,-22.09,5.94
28-11-2014,15.6807,90429,63217,27212,61763,56422,5341,271831,0.0322,284,23,0.7866,44.06,-3.1,11.21
05-12-2014,15.6359,81789,97341,-15552,38294,29229,9065,246653,-0.1386,265,33,1.79,20.24,-39.1,1.05
12-12-2014,15.7283,80502,82804,-2302,64527,36582,27945,264415,-0.4076,299,10,0.6736,22.05,110.35,2.91
19-12-2014,15.6745,69854,109976,-40122,68432,42529,25903,290791,-0.4908,188,43,1.5986,26.45,46.67,6.26
26-12-2014,15.5731,99055,107548,-8493,42840,34114,8726,283557,0.5133,396,5,1.723,29.53,-84.49,4.4
02-01-2015,16.8142,47525,55931,-8406,60506,25377,35129,189339,0.6237,366,46,1.5007,26.3,-14.9,8.61
09-01-2015,16.6661,56987,116887,-59900,54757,22019,32738,250650,-0.1354,351,27,0.9947,19.05,-53.88,6.3
16-01-2015,17.0131,94717,79622,15095,42640,18002,24638,234981,-0.1608,366,10,1.6708,20.59,2.28,9.4
23-01-2015,17.2635,72884,108773,-35889,60999,27471,33528,270127,-0.2335,203,54,0.5448,19.55,52.81,11.84
30-01-2015,16.9034,73554,111241,-37687,59521,25764,33757,270080,0.0001,303,30,1.2531,24.55,12.91,1.52
06-02-2015,16.5381,91385,110650,-19265,61109,41011,20098,304155,0.4652,361,28,1.0479,41.79,34.7,3.04
13-02-2015,16.6795,53468,62116,-8648,53814,52108,1706,221506,-0.0167,376,22,0.5749,20.38,60.7,4.26
20-02-2015,16.5779,68660,81436,-12776,58259,41630,16629,249985,0.4087,307,21,0.5138,28.21,8.52,7.14
27-02-2015,16.5044,51118,70342,-19224,64134,24355,39779,209949,-0.1988,291,28,1.155,34.08,7.09,4.39
06-03-2015,16.2344,58461,78383,-19922,37069,48478,-11409,222391,0.2851,199,45,1.1092,39.33,36.17,9.2
13-03-2015,16.5306,58043,96540,-38497,39508,15327,24181,209418,0.1532,299,43,0.5816,27.33,-14.3,1.82
20-03-2015,16.3192,41692,90340,-48648,74652,44384,30268,251068,0.0427,312,58,0.6099,35.89,14.3,7.05
27-03-2015,16.3718,45008,99561,-54553,50205,39563,10642,234337,-0.1149,332,25,1.3621,22.17,-17.04,10.55
03-04-2015,16.048,93603,107289,-13686,48060,53831,-5771,302783,-0.1799,364,5,1.1313,15.55,-31.46,8.92
10-04-2015,16.2743,70193,109000,-38807,67341,32782,34559,279316,-0.4526,569,42,0.6265,22.73,78.24,5.66
17-04-2015,16.2733,90331,94398,-4067,47873,51164,-3291,283766,0.2769,403,42,1.5552,22.23,-33.36,7.83
24-04-2015,16.2074,51549,114820,-63271,73055,48707,24348,288131,-0.1912,362,40,1.0986,15.73,21.04,11.31
01-05-2015,15.9005,49186,82875,-33689,54244,42445,11799,228750,0.6397,326,28,1.4647,28.74,12.14,5.38
08-05-2015,16.264,42659,56135,-13476,39923,51042,-11119,189759,0.3949,455,58,1.6054,39.5,20.74,2.36
15-05-2015,16.047,72254,93648,-21394,36037,44303,-8266,246242,-0.1197,269,18,1.2642,24.3,-49.35,5.95
22-05-2015,15.9955,56034,66026,-9992,66808,48561,18247,237429,0.2963,366,18,1.0654,32.09,-1.85,11.49
29-05-2015,15.8219,66484,55093,11391,58506,50822,7684,230905,0.1606,318,20,0.5924,25.67,21.41,2.47
05-06-2015,15.7065,63197,76360,-13163,70590,23914,46676,234061,-0.1682,336,26,0.7983,18.43,133.02,8.61
12-06-2015,15.8579,78715,76847,1868,40441,39920,521,235923,0.0313,265,11,1.0877,24.88,-25.98,3.66
19-06-2015,15.8006,82664,111739,-29075,32900,58254,-25354,285557,0.0858,314,33,0.6906,36.86,62.37,2.12
26-06-2015,15.7612,74432,90129,-15697,33712,59356,-25644,257629,-0.0501,332,10,1.6149,17.83,-26.13,7.96
03-07-2015,15.6152,68713,114960,-46247,55048,45075,9973,283796,0.4663,446,57,1.7308,25.85,55.66,9.85
10-07-2015,15.3852,67545,78132,-10587,51560,47141,4419,244378,0.2837,371,25,1.5069,43.89,-55.38,4.25
17-07-2015,15.2732,42187,53810,-11623,31444,49598,-18154,177039,-0.4112,346,5,0.6436,23.16,16.49,5.54
24-07-2015,15.3463,81335,75739,5596,37462,39962,-2500,234498,0.1022,132,18,1.4864,34.61,76.74,6.21
31-07-2015,14.85,65991,79511,-13520,32557,44269,-11712,222328,-0.2674,270,53,1.4053,31.65,42.39,7.93
07-08-2015,14.7849,85161,86407,-1246,66513,22579,43934,260660,-0.0035,397,19,0.8955,34.45,-12.67,8.33
14-08-2015,15.0051,82271,55369,26902,37344,56657,-19313,231641,-0.2551,397,26,1.1892,38.99,25.29,11.98
21-08-2015,15.0583,88959,66335,22624,37612,43011,-5399,235917,-0.3321,304,29,0.794,26.74,11.5,9.37
28-08-2015,14.8395,86535,64726,21809,72685,26154,46531,250100,0.2464,284,49,1.0575,41.44,-28.14,2.49
04-09-2015,15.0145,59205,58968,237,63712,56433,7279,238318,0.0737,280,10,0.7583,15.5,17.17,4.48
11-09-2015,14.5767,60705,119018,-58313,53666,29447,24219,262836,-0.3264,400,27,1.0913,22.86,62.71,8.02
18-09-2015,14.6154,47284,50338,-3054,53874,32984,20890,184480,0.3438,398,34,0.8287,22.93,-19.1,10.04
25-09-2015,14.3867,58539,115400,-56861,66443,53115,13328,293497,0.3169,295,48,1.614,20.12,38.74,9.3
02-10-2015,14.6765,59552,68929,-9377,65565,48809,16756,242855,-0.3819,235,5,1.4656,43.85,29.68,9.87
09-10-2015,14.4924,76989,104253,-27264,48631,41687,6944,271560,-0.7196,411,50,1.4324,39.44,-12.64,11.94
16-10-2015,14.547,90926,76609,14317,59554,20918,38636,248007,0.3627,305,32,1.7412,20.58,-52.68,5.61
23-10-2015,14.181,97199,69223,27976,53438,37597,15841,257457,-0.1323,295,5,1.2049,42.82,64.64,2.31
30-10-2015,14.2399,91854,64794,27060,43884,38212,5672,238744,0.1112,357,48,1.6135,28.02,-9.01,5.93
06-11-2015,14.1787,94328,103606,-9278,77488,25058,52430,300480,-0.2031,417,27,1.7647,22.8,20.25,4.77
13-11-2015,13.8561,51036,72654,-21618,32817,41141,-8324,197648,0.5571,424,11,0.8737,37.99,-48.43,1.83
20-11-2015,13.8558,88040,118801,-30761,42321,51127,-8806,300289,-0.5209,200,47,0.9544,35.11,-1.1,10.48
27-11-2015,13.6288,56658,83425,-26767,79570,45258,34312,264911,0.0776,519,14,0.6754,34.51,-19.06,7.49
04-12-2015,13.7655,76725,50623,26102,72915,22478,50437,222741,-0.4079,230,38,1.6943,26.2,-10.65,4.1
11-12-2015,13.6598,96315,99609,-3294,46936,29971,16965,272831,0.2171,264,14,0.9348,20.54,21.06,8.87
18-12-2015,13.6687,47914,114969,-67055,60262,44067,16195,267212,-0.1283,391,31,0.9733,39.71,8.7,2.56
25-12-2015,13.6788,77869,53033,24836,30761,55280,-24519,216943,0.9471,322,42,0.7813,39.6,13.77,7.86
01-01-2016,14.2454,44391,86683,-42292,40084,31949,8135,203107,-0.1757,315,32,1.2539,39.66,3.04,11.77
08-01-2016,13.7947,51192,95884,-44692,74729,34309,40420,256114,-0.1023,284,28,0.9545,38.77,-86.11,3.27
15-01-2016,13.799,85952,67544,18408,43653,20979,22674,218128,-0.0013,272,11,1.373,17.9,-63.54,4.23
22-01-2016,13.9346,93908,58045,35863,62443,21036,41407,235432,0.5975,304,54,1.033,38.16,59.03,8.43
29-01-2016,13.9177,94117,83209,10908,73330,51806,21524,302462,0.1317,274,27,1.7797,35.38,-19.12,2.16
05-02-2016,15.184,70685,54081,16604,48014,30736,17278,203516,0.0857,320,14,0.8629,17.44,-37,1.38
12-02-2016,15.6025,49053,60528,-11475,60244,17132,43112,186957,0.1671,442,24,0.6339,32.35,-10.69,4.53
19-02-2016,15.9557,50904,95094,-44190,43301,16344,26957,205643,0.5865,293,40,1.7513,31.43,-55.24,8.98
26-02-2016,16.1518,49100,58106,-9006,76578,21000,55578,204784,0.0743,293,46,1.2238,42.13,21.32,1.82
04-03-2016,16.375,60297,80010,-19713,36910,59915,-23005,237132,0.1167,259,17,1.0667,37.32,-70.51,10.67
11-03-2016,16.7989,92170,78321,13849,40854,28009,12845,239354,-0.1534,350,22,1.7695,29.27,-14,5.9
18-03-2016,16.5147,91842,51591,40251,38572,57146,-18574,239151,-0.2347,431,21,0.7367,15.98,-4.87,7.52
25-03-2016,16.8737,60104,118894,-58790,52534,46960,5574,278492,-0.0242,403,25,1.0075,42.46,-45.14,3.47
01-04-2016,17.3362,52306,98542,-46236,63126,56436,6690,270410,-0.2497,357,68,1.6121,24.7,-50.91,2.21
08-04-2016,17.7833,77545,52695,24850,71631,40853,30778,242724,0.7866,320,33,0.9551,29.79,-72.26,7.92
15-04-2016,17.9192,44006,54375,-10369,48425,21828,26597,168634,-0.2517,302,28,1.5754,20.96,-52.7,10.27
22-04-2016,17.7859,60764,50663,10101,39404,39302,102,190133,-0.4252,376,18,0.9023,17.78,-54.52,10.22
29-04-2016,18.303,47965,91272,-43307,36672,19786,16886,195695,0.0991,375,38,0.5796,37.64,-98.59,9.68
06-05-2016,18.3718,74311,62517,11794,31139,55073,-23934,223040,0.0418,284,35,1.7007,16.55,70.67,1.9
13-05-2016,18.9688,83400,82573,827,69583,27499,42084,263055,-0.3327,472,20,0.6335,41.44,-50.21,9.73
20-05-2016,18.8197,74833,76055,-1222,77819,58597,19222,287304,0.1327,303,11,0.5151,16.38,-14.67,3.49
27-05-2016,19.1766,66949,101709,-34760,40043,26450,13593,235151,-0.4661,222,37,0.6732,26.84,-9.54,11.68
03-06-2016,19.6682,67013,92665,-25652,40337,56989,-16652,257004,0.4229,300,35,1.6104,24.85,-47.34,5.12
10-06-2016,20.0247,87055,106574,-19519,37037,39892,-2855,270558,-0.1076,339,18,1.7848,31.79,-7.67,5.02
17-06-2016,20.0668,83006,72035,10971,61227,47824,13403,264092,0.4987,336,49,1.4207,44.21,12.24,8.49
24-06-2016,20.1222,93652,72698,20954,73726,31170,42556,271246,0.2056,427,24,1.4854,32.29,9,7.34
01-07-2016,20.6148,48209,70971,-22762,67113,35029,32084,221322,-0.4299,378,21,0.7346,32.55,-23.79,9.58
08-07-2016,20.0456,66777,62499,4278,47627,21632,25995,198535,-0.1188,262,56,1.4213,23.26,31.48,4.97
15-07-2016,20.479,82686,109996,-27310,66835,33356,33479,292873,-0.4091,466,14,0.7057,15.59,-12.68,4
22-07-2016,20.3741,67719,77149,-9430,60495,55684,4811,261047,-0.0164,453,38,1.2656,35.46,-43.13,9.93
29-07-2016,20.7179,65065,99796,-34731,77052,40695,36357,282608,-0.3042,359,41,1.2936,18.82,84.51,5
05-08-2016,19.7102,52494,79956,-27462,72899,44277,28622,249626,-0.1872,335,25,0.7588,28.96,43.38,6.01
12-08-2016,19.2895,52581,85680,-33099,63191,55679,7512,257131,0.041,430,52,1.7858,15.93,-22.97,3.88
19-08-2016,18.8894,58996,106745,-47749,68212,35996,32216,269949,-0.1833,502,25,1.3958,19.11,35.46,10.48
26-08-2016,18.9982,73610,76587,-2977,69673,38679,30994,258549,-0.7924,334,39,0.6962,44.71,-33.41,5.39
02-09-2016,18.7263,73370,80184,-6814,71645,46812,24833,272011,-0.5054,348,34,1.7404,37.24,-1.07,7.68
09-09-2016,18.6146,93894,90772,3122,72556,56306,16250,313528,0.2645,222,7,1.1287,42.78,39.01,8.44
16-09-2016,18.4476,78117,96648,-18531,46242,58388,-12146,279395,-0.103,376,6,1.4716,38.74,-79.56,6.21
23-09-2016,18.2108,81369,85723,-4354,33588,37212,-3624,237892,0.3793,237,28,1.6156,23.1,-105.34,4.04
30-09-2016,17.8045,82560,109119,-26559,34763,43571,-8808,270013,-0.0318,396,45,0.9613,23.66,-38.11,1.9
07-10-2016,17.9894,98039,53894,44145,58668,15752,42916,226353,0.3098,261,75,1.6753,31.95,4.45,11.75
14-10-2016,17.3068,54766,84078,-29312,78490,33380,45110,250714,0.031,257,45,0.9589,23.18,-3.1,11.65
21-10-2016,17.1673,80624,109515,-28891,36471,57051,-20580,283661,0.1343,263,27,1.3557,19.83,22.58,5.02
28-10-2016,17.1211,88392,73741,14651,50035,57127,-7092,269295,0.3056,276,18,1.4025,36.19,-29.9,2.64
04-11-2016,17.2159,84153,98061,-13908,67060,46062,20998,295336,-0.3548,418,18,1.495,15.91,-58.06,8.89
11-11-2016,16.7589,45167,88444,-43277,33143,33584,-441,200338,0.1163,284,48,0.7501,15.41,-14.5,2.39
18-11-2016,16.6796,71535,64813,6722,78749,23242,55507,238339,0.2175,371,28,0.7161,22.69,-26.46,6.55
25-11-2016,16.3001,56883,60121,-3238,48661,57816,-9155,223481,0.4091,371,33,1.5711,42.17,40.58,3.06
02-12-2016,15.9952,82707,76679,6028,41476,33094,8382,233956,-0.446,414,34,1.2128,21.15,-15.53,9.78
09-12-2016,16.5017,49501,88255,-38754,62642,18742,43900,219140,0.3707,374,36,1.683,39.93,-28.91,7.27
16-12-2016,16.2646,59103,113707,-54604,54165,19880,34285,246855,-0.1446,350,33,0.9661,27.06,-11.36,6.43
23-12-2016,16.3426,80131,101380,-21249,78235,50783,27452,310529,0.2108,418,8,0.5678,19.38,-0.33,7.22
30-12-2016,16.1128,60879,94381,-33502,63580,51256,12324,270096,-0.3529,421,27,1.5861,44.84,19.62,5.8
06-01-2017,16.9011,85363,73462,11901,38996,33863,5133,231684,0.2259,277,40,1.1782,44.28,0.68,2.69
13-01-2017,16.9953,49109,101897,-52788,38503,23728,14775,213237,-0.0611,413,39,0.7415,30.76,-58.13,2.97
20-01-2017,17.0741,70904,119964,-49060,39504,50070,-10566,280442,-0.2034,320,24,1.669,21.53,-93.61,11.79
27-01-2017,17.0124,41493,107829,-66336,79449,25310,54139,254081,0.4296,313,24,0.7185,20.71,-160.07,3.35
03-02-2017,17.544,53354,70608,-17254,61409,28861,32548,214232,-0.0705,628,27,0.7805,35.42,-9.52,2.89
10-02-2017,17.7198,75767,86620,-10853,51455,23920,27535,237762,-0.1065,373,24,0.6992,38.01,-15.79,2.77
17-02-2017,17.6155,89822,114045,-24223,52001,27546,24455,283414,0.3242,389,43,0.5018,25.64,1.61,8.13
24-02-2017,17.7929,59916,115963,-56047,49429,32646,16783,257954,-0.0962,350,39,0.843,26.23,-20.24,10.63
03-03-2017,17.6838,72200,83042,-10842,36443,18305,18138,209990,0.0848,454,27,1.4588,24.64,-28.82,6.65
10-03-2017,18.2339,78057,119678,-41621,42269,42141,128,282145,0.2969,367,27,1.4874,40.24,-20.67,11.72
17-03-2017,18.002,48135,74973,-26838,51660,52083,-423,226851,0.1461,326,33,1.5515,17.47,-44,9.67
24-03-2017,18.2293,63063,82395,-19332,70621,47693,22928,263772,0.0001,234,49,0.5676,20.9,-0.89,6.49
31-03-2017,18.1541,79439,60688,18751,42339,21674,20665,204140,0.1577,270,25,1.2674,17.91,12.67,8.18
07-04-2017,17.9703,98599,53502,45097,53598,53727,-129,259426,0.3125,455,22,1.6739,41.49,10.83,1.22
14-04-2017,18.3519,84893,73910,10983,71968,32434,39534,263205,-0.1426,260,32,0.5706,30.05,-13.66,5.19
21-04-2017,17.8992,59666,110776,-51110,34801,20899,13902,226142,-0.05,349,18,1.4853,15.87,-90.42,2.45
28-04-2017,18.4019,40773,101446,-60673,65571,28313,37258,236103,0.5247,279,41,1.4132,17.59,31.08,5.53
05-05-2017,17.5554,52873,83348,-30475,78678,28328,50350,243227,-0.3211,320,9,0.6883,35.38,-16.5,3.61
12-05-2017,17.2862,74830,117612,-42782,48390,25968,22422,266800,-0.1001,371,34,1.0032,20.16,50.68,9.43
19-05-2017,16.9018,77974,84141,-6167,34638,55624,-20986,252377,0.0094,400,10,0.6405,27.15,34.88,1.3
26-05-2017,16.5367,80274,102849,-22575,47456,55704,-8248,286283,-0.0461,297,5,0.8475,29.03,-77.79,7.87
02-06-2017,16.9655,87595,57228,30367,32993,46675,-13682,224491,-0.0732,393,41,1.6254,30.58,74.39,2.5
09-06-2017,16.4027,70377,86581,-16204,31209,49037,-17828,237204,0.1459,412,6,1.128,28.33,-5.59,10.61
16-06-2017,16.4223,62129,95642,-33513,41039,18701,22338,217511,0.3995,340,25,0.6543,27.96,-21.08,11.25
23-06-2017,16.2392,93830,61855,31975,58370,22731,35639,236786,0.6602,277,47,0.5088,16.39,-36.49,8
30-06-2017,16.1758,51633,105007,-53374,75917,20655,55262,253212,-0.1163,504,26,0.9354,38.8,41.66,4.51
07-07-2017,15.8738,68380,114227,-45847,37745,25012,12733,245364,-0.0146,362,30,1.6744,18.06,27.3,3.96
14-07-2017,15.8675,96798,95766,1032,35785,29715,6070,258064,-0.0019,295,31,0.7311,20.1,88.63,2.17
21-07-2017,16.099,66683,108326,-41643,56709,41009,15700,272727,-0.212,315,33,0.8535,40.81,-19.12,4.17
28-07-2017,16.0942,51733,76670,-24937,66687,59733,6954,254823,-0.0613,317,9,1.766,35.52,-25.46,4.56
04-08-2017,16.1034,97966,87146,10820,79464,26273,53191,290849,0.187,342,23,0.5688,44.03,33.45,10.98
11-08-2017,16.0001,88287,107422,-19135,47133,37856,9277,280698,-0.1313,199,5,1.6964,22.08,-77.94,2.6
18-08-2017,16.6039,65027,108058,-43031,61851,26253,35598,261189,0.0391,343,16,0.7261,21,91.61,4.41
25-08-2017,16.4984,84925,100717,-15792,63899,15105,48794,264646,0.5153,531,68,0.8328,38.68,27.96,2.44
01-09-2017,16.1744,76188,69298,6890,40227,58396,-18169,244109,0.4552,406,25,1.1978,20.57,91.28,9.37
08-09-2017,16.4114,62566,86232,-23666,50403,22528,27875,221729,-0.2407,406,20,1.0561,21.6,-109.72,2.67
15-09-2017,16.3664,62091,63918,-1827,73223,16589,56634,215821,0.6559,432,13,1.3589,36.26,-55.89,2.48
22-09-2017,16.2271,76593,108403,-31810,66991,16419,50572,268406,0.4743,311,39,1.1918,42.26,-33.86,8.79
29-09-2017,16.5439,86235,55757,30478,64819,16050,48769,222861,0.1304,522,27,1.4093,19.78,13.82,5.56
06-10-2017,16.334,80056,71241,8815,63579,31175,32404,246051,0.4419,388,45,1.7994,42.68,-25.95,11.82
13-10-2017,16.4765,73950,75839,-1889,66698,52802,13896,269289,0.4253,223,23,1.2945,18.33,-68.77,10.99
20-10-2017,16.7205,49408,80058,-30650,40032,51200,-11168,220698,-0.0906,332,47,1.2386,40.08,-46.82,1.29
27-10-2017,16.7017,65791,110201,-44410,65426,46394,19032,287812,-0.1615,382,43,1.7419,18.68,123.38,3.84
03-11-2017,16.7082,95378,65635,29743,58020,58999,-979,278032,0.0982,403,53,0.8347,17.96,13.48,5.39
10-11-2017,16.6887,83672,65732,17940,73168,31401,41767,253973,-0.5337,506,32,0.8848,33.63,12.36,3.8
17-11-2017,16.8969,42182,57768,-15586,71780,16435,55345,188165,0.1956,254,38,1.259,24.24,28.96,7.66
24-11-2017,16.5554,89986,71842,18144,61629,20056,41573,243513,0.7453,419,12,1.0777,27.4,45.39,9.23
01-12-2017,16.8263,56417,75769,-19352,64970,33563,31407,230719,0.4836,347,38,0.5576,42.58,56.83,6.24
08-12-2017,16.3927,98561,114578,-16017,44954,17816,27138,275909,-0.2732,448,24,1.0159,37.36,23.22,4.44
15-12-2017,16.8676,83584,81167,2417,62014,37104,24910,263869,-0.1348,481,37,1.4796,22.88,-18.47,8.03
22-12-2017,16.7463,65747,57869,7878,53061,16559,36502,193236,0.3466,319,5,0.7992,20.14,28.65,1.91
29-12-2017,16.8623,69635,102160,-32525,52044,30202,21842,254041,0.3714,434,32,1.0752,17.8,-17.63,7.29
05-01-2018,17.1796,58116,59519,-1403,68783,51102,17681,237520,0.1374,467,60,0.7733,32.19,-62.26,9.16
12-01-2018,17.1731,50328,114749,-64421,60675,40184,20491,265936,-0.0191,306,12,1.7893,16.17,25.4,3.72
19-01-2018,17.1022,95934,111917,-15983,42441,55237,-12796,305529,0.1616,384,40,1.622,17.45,-27.19,2.05
26-01-2018,16.9912,43115,57138,-14023,73458,30555,42903,204266,-0.6597,416,23,1.5261,37.57,-27.25,5.01
02-02-2018,16.9879,57113,77863,-20750,39181,15402,23779,189559,-0.0934,135,39,1.2745,19.96,0.9,11.78
09-02-2018,17.3578,60228,97711,-37483,71610,59216,12394,288765,-0.3112,289,29,1.7813,24.22,-27.88,4.42
16-02-2018,16.9175,56981,88479,-31498,55019,38377,16642,238856,-0.4274,310,35,1.0309,42.98,-13.28,9.2
23-02-2018,16.9761,88426,99352,-10926,45906,37884,8022,271568,0.2272,350,31,1.3968,25.77,-17.58,5.64
02-03-2018,16.8554,92541,88239,4302,30022,40594,-10572,251396,0.3042,459,39,1.6935,43.41,-60.88,10.04
09-03-2018,16.8278,68509,81904,-13395,34930,35390,-460,220733,0.2176,348,42,1.4667,42.48,-53.78,3.63
16-03-2018,16.6138,58467,88643,-30176,35855,56380,-20525,239345,-0.1025,506,50,1.7576,32.76,-51.92,4.86
23-03-2018,16.513,84406,95045,-10639,77824,23752,54072,281027,-0.1377,452,39,1.4572,17.8,-34.39,1.75
30-03-2018,16.6498,68201,98470,-30269,44332,42986,1346,253989,-0.0425,433,13,0.5372,18.75,64.49,5.94
06-04-2018,16.9986,48454,92655,-44201,63512,44290,19222,248911,-0.0672,436,29,1.0485,22.21,-64.02,9.73
13-04-2018,16.4715,97579,65474,32105,43251,22692,20559,228996,-0.6675,390,42,1.7908,24.31,-37.28,5.71
20-04-2018,16.7532,83327,68915,14412,41022,32187,8835,225451,-0.3102,345,23,1.5069,29.5,-77.06,2.79
27-04-2018,16.5626,68799,53410,15389,45947,38131,7816,206287,0.6063,576,23,0.8768,18.94,-11.62,6.32
04-05-2018,16.7271,52375,55870,-3495,57677,24452,33225,190374,-0.2606,383,25,1.3012,29.53,-16.97,8.54
11-05-2018,16.3121,89422,60556,28866,33119,57365,-24246,240462,0.3462,386,21,1.7089,15.11,33.35,11.22
18-05-2018,16.2147,80331,87184,-6853,62181,16294,45887,245990,0.1079,411,20,0.5375,34.02,-54.96,1.07
25-05-2018,16.345,54964,115079,-60115,63880,42917,20963,276840,0.4269,389,52,0.651,19.4,-70.34,9.77
01-06-2018,16.2378,45128,119747,-74619,31448,47331,-15883,243654,0.0898,467,18,0.7595,36.61,7.17,5.96
08-06-2018,15.8929,49276,100984,-51708,54294,45179,9115,249733,-0.2827,495,44,1.4899,25.49,-6.08,8.12
15-06-2018,16.2239,71920,67621,4299,36527,47491,-10964,223559,-0.0734,368,46,0.6515,30.78,2.58,8.39
22-06-2018,16.3499,56580,83519,-26939,78951,28978,49973,248028,-0.2503,320,16,0.7472,28.21,8.91,6.95
29-06-2018,16.2587,44443,84280,-39837,41654,47509,-5855,217886,0.0398,531,23,1.1748,34.28,-13.9,3.85
06-07-2018,15.5786,68685,92474,-23789,55763,31593,24170,248515,0.4775,299,41,0.8246,29.86,-6.82,8.05
13-07-2018,15.3474,91766,58769,32997,39060,25902,13158,215497,0.0764,387,27,1.2717,31.44,9.12,4.82
20-07-2018,15.2227,80843,53818,27025,45619,21337,24282,201617,0.0072,271,15,1.0023,25.72,9.06,1.68
27-07-2018,15.0192,59445,116795,-57350,44266,51802,-7536,272308,0.1836,436,26,1.0616,23.15,97.4,5.15
03-08-2018,14.7528,76970,102244,-25274,67071,37651,29420,283936,-0.0387,283,14,1.218,34.72,-70.53,9.68
10-08-2018,14.7296,79129,107298,-28169,74370,17864,56506,278661,0.1913,378,20,0.6782,20.41,58.67,11.4
17-08-2018,14.5833,41841,80819,-38978,44735,43852,883,211247,-0.2912,393,14,1.0043,33.72,42.88,11.54
24-08-2018,14.1162,49989,71991,-22002,53364,37228,16136,212572,-0.3089,356,47,1.7999,16.26,4.67,9.93
31-08-2018,14.2656,82433,69101,13332,62698,49401,13297,263633,0.2057,255,16,0.9285,33.22,17.25,1.12
07-09-2018,14.3033,81494,100648,-19154,75806,50724,25082,308672,0.0354,288,31,1.7718,34.89,15.93,1.49
14-09-2018,14.1365,41132,62923,-21791,37087,40509,-3422,181651,-0.2755,327,35,0.5696,16.28,1.4,11.58
21-09-2018,14.1076,80010,83804,-3794,69308,50859,18449,283981,-0.0049,349,46,0.8931,41.52,65.41,3.43
28-09-2018,13.8947,81014,105056,-24042,72747,29132,43615,287949,0.1086,466,36,0.6342,39.95,-22.03,7.69
05-10-2018,14.6495,71008,96220,-25212,52608,58118,-5510,277954,-0.1373,402,38,0.7497,42.27,40.72,1.67
12-10-2018,14.8534,48887,53800,-4913,31794,28168,3626,162649,-0.6974,544,37,0.8088,25.36,-23.72,3.48
19-10-2018,14.8578,51345,111269,-59924,43292,36231,7061,242137,-0.1995,290,53,1.2385,21.3,-21.8,5.25
26-10-2018,14.5989,92378,86308,6070,57790,26389,31401,262865,-0.2068,222,31,1.6951,33.6,-42.5,2.39
02-11-2018,15.0232,79976,87603,-7627,51790,20371,31419,239740,-0.3555,427,26,1.1067,32.34,-60.43,11.07
09-11-2018,15.0785,73096,59038,14058,36884,18882,18002,187900,0.3097,367,22,1.098,39.24,52.68,9.89
16-11-2018,15.4453,74431,71194,3237,78872,48338,30534,272835,-0.0002,467,25,0.7106,28.8,39.59,4.59
23-11-2018,15.4985,67137,100340,-33203,43586,52358,-8772,263421,0.2687,414,39,0.6407,44.45,0.49,2.4
30-11-2018,15.2916,43444,92562,-49118,40838,31503,9335,208347,-0.0232,340,34,0.8879,42.42,61.08,1.41
07-12-2018,15.5493,95068,92093,2975,74009,15938,58071,277108,-0.3683,359,38,0.9642,34.47,3.04,11.14
14-12-2018,15.353,87652,93323,-5671,51433,22983,28450,255391,0.3047,409,36,1.5274,42.83,-26.8,9.11
21-12-2018,15.4526,74859,63940,10919,64845,41733,23112,245377,-0.0938,381,47,1.1459,35.71,-22.66,2.2
28-12-2018,15.5256,61958,99133,-37175,45261,23767,21494,230119,0.4572,172,21,1.2712,23.51,-61.64,10.88
